H;X1;X2;X3;X4;X5;X6;X7;X8;q;sds;v2;x1;s1;gama;c;fi;hw;fss
8;3,2;0,48;0,4;0,35;0,8;0,28;0,32;0,8;15;0,8;2,32;1,08;160;19;20;30;9,6;1,557060686
7;6,65;1;0,4;0,4;0,77;0,27;0,33;4,65;5;0,6;5,25;1,04;0;19;20;30;3,5;1,558213005
8;7,2;2,16;0,55;0,4;1,36;1,29;1,08;3,96;5;0,7;4,49;2,65;53,33;18;30;26;4;1,558346365
10;4,5;0,67;0,3;0,3;1,1;0,28;0,9;0,68;5;0,7;3,53;1,38;0;19;20;30;14,5;1,558392824
8;8,4;1,68;0,45;0,35;0,8;0,72;0,84;3,78;15;1,1;6,27;1,52;80;18;30;26;16,4;1,559140242
9;4,5;1,58;0,5;0,4;0,81;0,57;0,9;2,48;10;0,7;2,42;1,38;90;19;20;30;13,5;1,559618777
6;7,8;3,51;0,55;0,3;1,02;0,05;1,95;2,73;0;1,3;3,74;1,07;24;17;40;20;3;1,559651159
4;8,8;1,32;0,6;0,6;0,68;0,03;1,76;2,2;0;1,4;6,88;0,71;0;19;20;30;2;1,560571996
7;3,15;0,79;0,3;0,3;0,84;0,92;0,16;2,05;10;1;2,06;1,76;0;19;20;30;7;1,560979501
8;8,8;3,96;0,6;0,45;1,28;1,22;1,32;1,76;15;1,2;4,24;2,5;53,33;18;30;26;12,4;1,561687535
4;6,6;0,99;0,55;0,5;0,48;0,34;0,33;4,62;0;1,2;5,06;0,82;80;20;0;40;7,3;1,561779356
8;9,6;1,92;0,5;0,4;1,44;1,3;1,92;4,8;10;0,6;7,18;2,74;80;19;20;30;4;1,561824456
7;4,55;1,82;0,55;0,45;1,26;1,45;1,36;0,91;5;1,3;2,18;2,71;70;17;40;20;7;1,562014732
5;9,75;1,95;0,6;0,45;0,4;0,2;1,46;2,44;0;1,6;7,2;0,6;33,33;17;40;20;2,5;1,563187946
9;4,05;1,01;0,3;0,3;1,62;1,94;0,41;0,61;5;1,1;2,74;3,56;0;20;0;40;11,025;1,563342717
5;6;0,9;0,55;0,5;0,3;0,06;0,6;0,9;5;1,4;4,55;0,36;100;19;20;30;5;1,564237542
9;8,55;1,71;0,55;0,3;0,99;0,79;2,56;0,43;5;1,1;6,29;1,78;36;18;30;26;17,55;1,564326703
6;9,6;1,92;0,4;0,35;0,84;0,42;2,88;0,48;10;1,4;7,28;1,26;120;17;40;20;6;1,567015294
7;8,4;2,1;0,5;0,3;1,26;0;0;0;5;0,7;5,8;1,26;35;19;20;30;3,5;1,567163713
4;7,2;1,08;0,35;0,35;0,64;0,64;2,16;1,08;20;1,6;5,77;1,28;0;19;20;30;7,6;1,567350169
5;8,5;2,97;0,4;0,3;0,75;0,71;2,55;2,55;15;1;5,13;1,46;50;19;20;30;2,5;1,567789447
7;7,35;1,84;0,3;0,3;1,19;0,06;1,47;1,1;0;1,5;5,21;1,25;0;17;40;20;10,675;1,569706694
6;2,1;0,63;0,6;0,35;1,02;0,71;0,63;0,73;10;0,8;0,87;1,73;24;20;0;40;7,05;1,570220659
4;9,6;1,44;0,55;0,3;0,36;0,41;1,92;3,36;5;1,8;7,61;0,77;16;18;30;26;4;1,570408161
5;6,25;2,19;0,4;0,35;0,55;0,08;0,94;1,56;20;1,1;3,66;0,63;100;17;40;20;0;1,571003181
8;3,2;1,44;0,35;0,35;1,28;1,28;0,8;1,28;5;0,7;1,41;2,56;0;20;0;40;8;1,571248527
7;6,65;2;0,55;0,45;0,63;0,41;0,67;2,33;15;1,2;4,1;1,04;70;17;40;20;7;1,571519558
5;6,75;2,02;0,45;0,4;0,5;0,15;1,01;3,71;5;1,5;4,28;0,65;100;19;20;30;11,75;1,571969806
4;6,6;2,97;0,6;0,55;0,72;0,61;0,99;3,96;20;0,6;3,03;1,33;80;20;0;36;10,6;1,573955909
7;4,9;0,98;0,3;0,3;0,7;0,7;1,23;0,74;5;1,4;3,62;1,4;0;17;40;20;9,45;1,574224356
10;10;4;0,4;0,35;1,7;0,68;0,5;4;20;0,8;5,6;2,38;200;19;20;30;20;1,574534668
4;4,4;1,76;0,5;0,35;0,36;0,27;0,22;0,66;10;0,6;2,14;0,63;26,67;20;0;40;6,2;1,57487439
6;8,4;2,94;0,55;0,4;0,6;0,69;0,42;5,88;20;1;4,91;1,29;40;19;20;30;6;1,574888334
8;3,2;0,8;0,3;0,3;0,64;0,22;0,64;1,44;20;0,9;2,1;0,86;0;18;30;26;11,2;1,575539724
8;9,2;1,38;0,45;0,35;1,36;0,2;0,46;0;0;1,2;7,37;1,56;80;19;20;30;12,6;1,57606809
10;8,5;2,97;0,6;0,5;1,6;0,72;2,12;0;5;0,9;4,93;2,32;100;18;30;26;10;1,576963492
4;5;1,5;0,4;0,3;0,4;0,28;0,75;2,25;5;1,8;3,1;0,68;40;19;20;30;6,5;1,578367013
10;10;3;0,35;0,35;0,8;0,24;2,5;6;0;0,9;6,65;1,04;0;17;40;20;15;1,579082488
10;9;4,05;0,3;0,3;1,7;1,61;2,7;5,85;0;0,9;4,65;3,31;0;19;20;30;14,5;1,579270421
7;6,65;1,66;0,3;0,3;0,42;0,29;1;2,99;0;1,3;4,69;0,71;0;18;30;26;7;1,579285101
7;9,45;3,78;0,35;0,3;0,49;0,17;1,89;4,73;5;1,5;5,32;0,66;140;17;40;20;11,725;1,579592611
8;3,6;0,54;0,35;0,3;0,88;0,84;0,72;1,26;15;1;2,71;1,72;160;18;30;26;8;1,57991438
9;7,65;1,53;0,55;0,55;1,53;1,45;2,29;2,3;5;1,1;5,57;2,98;0;20;0;40;16,65;1,580786317
6;10;1,5;0,6;0,35;0,6;0,57;2,5;1,5;20;1,3;7,9;1,17;24;17;40;20;6;1,583550927
7;4,9;1,96;0,5;0,45;1,12;0,9;0,74;1,47;20;0,7;2,44;2,02;140;20;0;40;9,45;1,583715359
4;5,2;2,08;0,3;0,3;0,64;0,29;0,78;0,52;10;1,1;2,82;0,93;0;18;30;26;0;1,584029315
4;6,4;2,24;0,55;0,5;0,48;0,5;0,32;0,96;5;1,3;3,61;0,98;80;18;30;26;0;1,584819264
5;8;1,6;0,3;0,3;0,8;0;0;0;0;1,7;6,1;0,8;0;17;40;20;5;1,587204484
4;5,8;2,32;0,3;0,3;0,72;0,72;0,87;1,74;20;1,2;3,18;1,44;0;18;30;26;0;1,588353401
9;8,55;1,28;0,4;0,4;0,72;0,36;1,71;0,86;10;0,8;6,87;1,08;0;19;20;30;13,275;1,589786901
10;6;2,1;0,45;0,45;0,9;0,4;1,2;0;5;0,6;3,45;1,3;0;20;0;40;10;1,589861882
9;6,75;1,35;0,45;0,4;1,17;0,06;1,35;0,68;20;0,9;4,95;1,23;180;17;40;20;12,375;1,590064336
7;8,4;1,26;0,3;0,3;1,26;0,63;1,68;4,2;5;1,1;6,84;1,89;0;20;0;40;15,4;1,591460133
6;4,8;1,2;0,35;0,3;0,66;0,79;0,96;1,44;20;1,1;3,25;1,45;120;19;20;30;10,8;1,592142681
6;4,2;0,84;0,55;0,5;0,96;1,06;0,21;1,26;10;1,3;2,81;2,02;120;19;20;30;10,2;1,593088531
6;6;2,7;0,4;0,4;0,78;0,39;1,5;1,8;10;0,9;2,9;1,17;0;17;40;20;0;1,593306135
8;5,6;1,68;0,4;0,4;0,96;0,24;1,12;1,68;20;0,7;3,52;1,2;0;19;20;30;8;1,593442444
6;9,6;1,92;0,45;0,45;0,78;0,86;0,96;1,44;15;1,2;7,23;1,64;0;19;20;30;10,8;1,594143862
4;1,4;0,63;0,35;0,3;0,68;0,71;0,21;0,77;20;1,6;0,42;1,39;80;19;20;30;5,4;1,594372088
4;8,6;1,29;0,35;0,35;0,52;0,31;2,58;5,59;20;1,8;6,96;0,83;0;18;30;26;12,6;1,594914727
6;8,1;1,62;0,3;0,3;0,36;0,04;0,41;5,27;20;1,3;6,18;0,4;0;17;40;20;6;1,595028559
10;4,5;1,12;0,45;0,4;1,7;0,17;0,45;0,68;5;0,9;2,93;1,87;200;18;30;26;14,5;1,598282795
5;6,25;1,88;0,55;0,4;0,65;0,58;1,25;2,5;15;0,7;3,82;1,23;33,33;17;40;20;0;1,598985408
9;2,7;0,95;0,35;0,3;0,72;0,76;0,27;1,89;5;0,9;1,4;1,48;180;18;30;26;10,35;1,599322245
6;4,5;1,8;0,5;0,45;0,36;0,13;1,12;2,03;20;0,8;2,2;0,49;120;18;30;26;3;1,599351304
9;5,85;1,17;0,3;0,3;0,99;1,09;1,75;3,22;15;0,7;4,38;2,08;0;19;20;30;14,85;1,59963091
5;5,5;1,38;0,55;0,3;0,45;0,05;1,1;1,1;15;0,8;3,57;0,5;20;19;20;30;2,5;1,59974735
7;9,8;3,43;0,5;0,35;0,98;0,15;2,45;5,39;20;1,1;5,87;1,13;46,67;18;30;26;7;1,600129568
6;8,7;2,61;0,4;0,35;0,6;0,27;2,61;3,48;0;1,5;5,69;0,87;120;18;30;26;10,35;1,600335158
6;8,1;2,83;0,45;0,4;0,72;0,68;1,22;5,67;0;1,3;4,82;1,4;120;19;20;30;10,05;1,600767656
8;6;1,8;0,55;0,35;0,72;0,4;1,5;4,2;10;0,6;3,65;1,12;40;17;40;20;4;1,601267525
8;8,8;2,64;0,4;0,4;1,12;0,06;0,44;5,72;15;0,6;5,76;1,18;0;20;0;36;16,8;1,602063905
9;6,3;0,94;0,6;0,35;0,9;1,08;1,26;1,57;10;0,8;4,76;1,98;36;18;30;26;9;1,602450521
5;5,25;1,57;0,45;0,45;0,75;0,64;1,05;3,41;20;1,3;3,23;1,39;0;19;20;30;10,25;1,602724576
4;7,8;3,51;0,6;0,5;0,48;0,41;1,56;2,34;15;1,6;3,69;0,89;40;19;20;30;11,8;1,60321233
10;5;1,75;0,6;0,55;1,7;1,78;0,25;1,25;15;0,9;2,65;3,48;200;17;40;20;12,5;1,604065933
10;10;2;0,3;0,3;1,2;0,36;1,5;1;15;0,8;7,7;1,56;0;18;30;26;15;1,605408279
5;5,75;1,15;0,5;0,5;0,35;0,12;0,86;2,59;0;0,9;4,1;0,47;0;20;0;40;10,75;1,605468707
9;9,45;2,83;0,4;0,4;0,81;0,2;0,94;6,61;0;1;6,22;1,01;0;17;40;20;13,725;1,605474598
6;6;2,1;0,35;0,3;1,08;0,22;0,6;1,8;5;1,4;3,55;1,3;120;18;30;26;6;1,605740117
8;5,6;1,4;0,55;0,45;0,72;0,68;1,68;1,4;10;0,7;3,65;1,4;80;19;20;30;8;1,606054215
8;4,4;1,54;0,6;0,3;0,48;0,14;0,88;0,22;15;0,6;2,26;0,62;26,67;19;20;30;10,2;1,60692216
10;6,5;1,62;0,6;0,3;1,4;1,61;1,95;4,23;0;0,8;4,28;3,01;33,33;20;0;40;13,25;1,609141207
9;10;3;0,5;0,5;0,99;0,74;3;0;20;0,9;6,5;1,73;0;17;40;20;14;1,609377794
5;6,75;1,01;0,5;0,45;0,9;0,72;1,01;1,69;5;1,3;5,24;1,62;100;18;30;26;2,5;1,610574335
7;6,65;2,33;0,45;0,35;0,7;0,52;0,67;4,65;0;0,8;3,87;1,22;70;18;30;26;3,5;1,612353563
7;7;1,75;0,35;0,35;0,49;0,51;1,75;1,4;5;1,2;4,9;1;0;17;40;20;7;1,612692218
10;7;2,1;0,45;0,45;1,1;0;0;0;5;0,8;4,45;1,1;0;18;30;26;17;1,613983243
7;5,25;1,31;0,4;0,4;0,56;0,42;0,79;0,26;10;0,7;3,54;0,98;0;18;30;26;3,5;1,614359041
9;6,3;2,21;0,55;0,45;1,53;1,76;0,63;3,46;0;0,9;3,54;3,29;90;20;0;40;12,15;1,616303868
9;4,05;1,62;0,55;0,55;1,26;1,39;0,2;2,63;0;0,7;1,88;2,65;0;20;0;40;13,05;1,616623564
4;4;1;0,5;0,45;0,28;0,27;0,8;1;10;1,8;2,5;0,55;80;18;30;26;4;1,61890695
9;6,3;1,57;0,5;0,45;0,63;0,6;0,32;4,41;10;0,8;4,23;1,23;180;18;30;26;12,15;1,619043435
6;3,9;1,56;0,35;0,3;0,96;0,62;0,2;0,2;20;1,3;1,99;1,58;120;17;40;20;6;1,619599471
9;9;3,6;0,45;0,3;1,62;0,49;0,9;3,15;15;0,8;4,95;2,11;60;20;0;40;13,5;1,620462382
9;4,5;1,12;0,6;0,55;0,9;0,58;1,35;1,58;10;0,8;2,78;1,48;180;17;40;20;13,5;1,621229383
5;9;3,6;0,4;0,4;0,4;0,46;0,45;0,9;15;0,7;5;0,86;0;17;40;20;0;1,621506937
4;8;1,2;0,6;0,55;0,32;0,22;0,4;0,8;5;0,8;6,2;0,54;80;20;0;40;4;1,622944538
8;6,4;1,6;0,5;0,5;1,04;0,36;1,28;3,52;10;0,6;4,3;1,4;0;17;40;20;4;1,623468495
4;5;1,25;0,35;0,35;0,36;0,02;1,5;2;10;0,9;3,4;0,38;0;18;30;26;0;1,625438512
5;2,75;0,69;0,45;0,45;0,4;0,48;0,28;0,41;15;1,7;1,61;0,88;0;17;40;20;6,375;1,625497394
4;6;2,4;0,45;0,3;0,6;0,03;1,8;1,5;10;0,8;3,15;0,63;26,67;20;0;40;7;1,627849919
6;9,9;1,98;0,5;0,5;1,08;0,92;2,48;1,98;5;1;7,42;2;0;18;30;26;3;1,629019113
8;5,6;1,68;0,4;0,35;1,2;1,44;1,68;3,08;15;1,1;3,52;2,64;160;17;40;20;13,6;1,629569905
4;5,4;1,35;0,55;0,35;0,68;0,31;1,35;3,78;5;1,3;3,5;0,99;20;18;30;26;0;1,632247302
5;5;1;0,3;0,3;0,35;0,4;1,25;0,75;0;0,6;3,7;0,75;0;20;0;40;5;1,632780558
6;8,4;3,78;0,4;0,4;0,42;0,27;1,26;0,42;15;1;4,22;0,69;0;19;20;30;10,2;1,633952506
10;3,5;0,88;0,45;0,45;1,7;0,59;0,18;2,27;20;0,6;2,17;2,29;0;18;30;26;11,75;1,635476543
6;9,9;1,49;0,55;0,3;0,66;0,69;2,97;3,96;0;1,2;7,86;1,35;24;19;20;30;15,9;1,635654429
4;5,8;2,03;0,5;0,3;0,52;0,39;0,29;3,48;0;1,6;3,27;0,91;20;18;30;26;2;1,635979454
4;2;0,3;0,45;0,4;0,52;0,29;0,5;0,4;5;0,6;1,25;0,81;80;20;0;40;6;1,637174522
7;5,95;2,08;0,6;0,55;0,42;0,4;0,3;1,19;5;1,2;3,27;0,82;140;18;30;26;9,975;1,637304774
8;3,2;0,48;0,35;0,3;1,12;1,29;0,64;0,32;5;0,7;2,37;2,41;160;20;0;40;8;1,6378457
9;10;2;0,6;0,5;1,08;0,59;1,5;5;0;0,6;7,4;1,67;90;20;0;36;19;1,639123136
4;4,8;0,96;0,35;0,3;0,32;0,13;0,48;2,64;0;1,3;3,49;0,45;80;18;30;26;0;1,640185563
4;4,4;1,54;0,6;0,4;0,64;0,03;0,66;3,08;0;1,5;2,26;0,67;20;19;20;30;4;1,641041414
9;3,6;0,54;0,4;0,4;0,81;0,16;1,08;1,8;5;0,8;2,66;0,97;0;18;30;26;9;1,641133028
6;3;1,05;0,6;0,4;0,84;0,08;0,45;0,3;0;0,6;1,35;0,92;30;19;20;30;3;1,642582703
7;9,45;2,36;0,35;0,3;0,84;0,42;0,47;6,14;10;1,2;6,74;1,26;140;18;30;26;16,45;1,64276057
7;7;2,8;0,55;0,3;0,49;0,29;1,4;3,15;15;1,2;3,65;0,78;28;17;40;20;14;1,643062606
8;8,4;2,94;0,5;0,45;1,36;1,5;1,26;4,62;5;1,1;4,96;2,86;160;18;30;26;12,2;1,643166061
7;9,8;2,45;0,5;0,45;0,77;0,31;2,45;1,96;20;0,7;6,85;1,08;140;17;40;20;3,5;1,644999307
4;3,4;1,19;0,4;0,35;0,36;0,32;0,51;2,21;5;1,2;1,81;0,68;80;19;20;30;2;1,645940723
10;9;2,25;0,55;0,55;1;1;2,7;4,05;0;0,6;6,2;2;0;17;40;20;10;1,646177773
5;9,75;3,41;0,55;0,4;0,45;0,16;0,98;2,44;10;0,8;5,79;0,61;33,33;19;20;30;2,5;1,647870573
7;4,2;0,84;0,4;0,3;0,56;0,34;1,05;2,31;20;1,1;2,96;0,9;70;17;40;20;11,2;1,648123573
8;9,2;4,14;0,4;0,3;1,36;0,27;2,3;4,6;10;0,9;4,66;1,63;80;19;20;30;12,6;1,648147265
10;10;3;0,45;0,35;1,3;0,07;2,5;0;10;0,7;6,55;1,37;100;20;0;40;20;1,649124329
9;5,4;1,62;0,3;0,3;1,26;0,25;0,81;1,89;5;0,8;3,48;1,51;0;18;30;26;9;1,649299462
6;5,1;1,27;0,3;0,3;0,54;0,03;0,77;1,02;0;1,7;3,53;0,57;0;17;40;20;11,1;1,6500182
5;2,5;0,75;0,5;0,35;0,6;0,39;0,12;1,5;15;1,3;1,25;0,99;33,33;17;40;20;2,5;1,650280848
6;4,8;2,16;0,55;0,45;0,48;0,53;0,24;2,88;10;1,4;2,09;1,01;60;18;30;26;8,4;1,65113073
6;6;1,8;0,45;0,4;1,08;0,65;1,8;3,3;5;1;3,75;1,73;120;18;30;26;3;1,652457262
5;6,25;2,19;0,3;0,3;0,45;0,05;0,31;2,5;15;1,2;3,76;0,5;0;19;20;30;11,25;1,654054931
6;2,7;1,22;0,55;0,55;0,48;0,31;0,81;0,81;20;1,3;0,93;0,79;0;18;30;26;8,7;1,656119281
8;9,6;1,44;0,45;0,35;1,28;1,02;2,88;0;20;1;7,71;2,3;80;19;20;30;12,8;1,656877103
7;2,45;0,61;0,55;0,3;0,7;0,07;0,61;0,74;15;1,1;1,29;0,77;28;18;30;26;7;1,657419199
7;4,2;1,89;0,3;0,3;0,77;0,62;1,05;0,42;20;1,1;2,01;1,39;0;18;30;26;9,1;1,657928608
8;7,6;1,9;0,4;0,3;0,96;0,82;0,76;0;20;1;5,3;1,78;80;17;40;20;11,8;1,659550046
6;6,9;2,07;0,5;0,4;1,08;0,76;2,07;1,73;5;1,6;4,33;1,84;60;17;40;20;12,9;1,659655335
5;9,75;2,92;0,4;0,35;0,65;0,71;2,92;4,39;10;1,5;6,43;1,36;100;18;30;26;9,875;1,661623533
6;2,1;0,32;0,5;0,3;0,96;0,19;0,11;1,16;0;0,6;1,28;1,15;30;20;0;40;8,1;1,661849734
5;3,5;0,88;0,4;0,35;0,85;0,55;0,18;2,27;5;0,6;2,22;1,4;100;20;0;40;5;1,662024098
9;9,45;4,25;0,35;0,35;1,17;1,11;0,94;5,67;10;0,7;4,85;2,28;0;20;0;40;13,725;1,662547163
6;4,8;1,44;0,5;0,35;0,96;0,14;0,24;3,36;20;1;2,86;1,1;40;19;20;30;8,4;1,666695161
7;4,2;1,47;0,45;0,45;1,19;1,37;0,21;0;10;1;2,28;2,56;0;20;0;40;7;1,667536703
5;9;1,8;0,5;0,4;0,35;0,03;2,25;5,85;5;1,3;6,7;0,38;50;17;40;20;2,5;1,66832129
4;4,4;1,54;0,45;0,3;0,68;0,1;1,32;1,1;5;1,8;2,41;0,78;26,67;18;30;26;4;1,669081065
9;3,6;1,62;0,5;0,5;1,08;0,43;0,9;1,26;10;0,7;1,48;1,51;0;17;40;20;10,8;1,670165061
6;4,5;1,12;0,35;0,3;1,08;0,43;0,45;2,7;5;1,2;3,03;1,51;120;19;20;30;8,25;1,670431668
10;4,5;2,02;0,6;0,4;1,8;1,71;0,23;1,58;10;0,7;1,88;3,51;50;19;20;30;12,25;1,671665518
9;9;2,25;0,4;0,3;0,54;0,41;0,45;1,8;15;0,6;6,35;0,95;90;18;30;26;9;1,671749866
6;9;4,05;0,35;0,3;0,72;0,5;2,25;0;0;1,6;4,6;1,22;120;17;40;20;10,5;1,671837223
6;7,5;3,38;0,45;0,3;0,96;1,01;2,25;0,75;10;1,2;3,67;1,97;40;19;20;30;13,5;1,671910559
8;4,8;2,16;0,35;0,35;0,96;1,01;1,44;1,92;10;0,7;2,29;1,97;0;19;20;30;12,8;1,672457776
7;7,7;3,46;0,4;0,3;1,19;0,89;0,77;0,39;5;0,8;3,84;2,08;70;18;30;26;3,5;1,673012754
7;8,4;3,36;0,55;0,3;0,77;0,92;1,26;1,26;15;1,1;4,49;1,69;28;18;30;26;15,4;1,673191695
7;10;4;0,55;0,45;1,19;0,77;2;5,5;10;1,1;5,45;1,96;70;17;40;20;7;1,675386116
6;9,6;2,4;0,35;0,35;1,02;0,31;2,88;4,32;15;0,7;6,85;1,33;0;20;0;36;10,8;1,675443596
5;3;0,45;0,3;0,3;0,8;0,44;0,75;1,65;15;1,7;2,25;1,24;0;17;40;20;8;1,676131224
10;9;1,8;0,35;0,35;1,3;0,2;1,8;5,85;5;0,6;6,85;1,5;0;17;40;20;10;1,676525793
9;9,9;2,48;0,4;0,3;0,81;0,41;2,97;4,95;20;0,7;7,02;1,22;90;17;40;20;13,95;1,676621353
8;6;1,5;0,6;0,55;0,72;0,32;1,2;0,9;15;0,8;3,9;1,04;160;17;40;20;11;1,677983155
7;9,1;4,09;0,55;0,45;0,98;1,13;2,27;3,64;15;0,9;4,46;2,11;70;19;20;30;16,1;1,678891624
7;7,35;3,31;0,35;0,3;0,98;0,44;2,2;1,47;5;1,1;3,69;1,42;140;18;30;26;7;1,679704524
5;3,25;0,49;0,6;0,55;0,65;0,68;0,49;1,95;15;0,7;2,16;1,33;100;17;40;20;0;1,682441253
6;9,6;3,84;0,45;0,45;0,42;0,17;2,4;0,96;15;1,1;5,31;0,59;0;18;30;26;6;1,682904339
5;5,25;0,79;0,4;0,35;0,85;0,09;0,26;0,53;10;1,3;4,06;0,94;100;19;20;30;7,625;1,684308271
5;9,25;3,24;0,55;0,5;0,65;0,36;2,31;2,31;0;1,4;5,46;1,01;100;19;20;30;14,25;1,685073911
6;6,3;1,26;0,3;0,3;0,42;0,11;1,57;1,89;15;1,4;4,74;0,53;0;17;40;20;9,15;1,685202176
4;4,6;1,38;0,5;0,45;0,28;0,31;0,69;1,15;5;1,5;2,72;0,59;80;17;40;20;0;1,685345096
6;5,4;0,81;0,4;0,4;0,66;0,69;0,81;2,97;10;1,3;4,19;1,35;0;18;30;26;8,7;1,686403878
5;8,75;1,31;0,3;0,3;0,7;0,17;2,62;0;5;0,8;7,14;0,87;0;17;40;20;0;1,687826174
9;9,9;1,49;0,5;0,5;0,63;0,69;2,97;5,45;5;0,7;7,91;1,32;0;17;40;20;9;1,688127553
5;6;1,5;0,35;0,3;0,9;0,99;0,3;2,4;15;1,5;4,15;1,89;100;18;30;26;8;1,690968278
9;4,5;0,9;0,4;0,3;1,62;1,05;0,68;3,15;0;1;3,2;2,67;90;18;30;26;11,25;1,691474109
4;5;0,75;0,5;0,45;0,36;0,29;1,25;0,75;10;1,4;3,75;0,65;80;19;20;30;4;1,691784352
7;4,2;1,05;0,45;0,35;0,42;0;0;0;0;0,8;2,7;0,42;70;19;20;30;9,1;1,692167795
4;9,8;2,45;0,5;0,3;0,28;0,11;1,47;6,37;0;1;6,85;0,39;20;18;30;26;0;1,693259139
5;9,5;2,38;0,4;0,3;0,85;0;0;0;20;1;6,72;0,85;50;20;0;40;9,75;1,693798906
4;9,4;2,35;0,35;0,3;0,52;0,23;1,41;1,41;0;1,3;6,7;0,75;80;17;40;20;0;1,696410411
7;6,3;1,89;0,4;0,4;1,05;0,79;0,63;3,15;20;1,2;4,01;1,84;0;17;40;20;13,3;1,697046117
5;7;2,45;0,35;0,35;0,45;0,45;1,75;3,5;10;0,6;4,2;0,9;0;20;0;40;5;1,697727764
9;7,65;2,29;0,5;0,3;0,81;0,36;1,15;4,97;0;0,8;4,86;1,17;45;18;30;26;16,65;1,699211908
9;6,3;1,57;0,3;0,3;1,53;1,3;1,26;3,46;20;0,6;4,43;2,83;0;20;0;40;12,15;1,699309156
9;8,1;2,83;0,55;0,5;1,53;1,68;0,41;4,86;0;0,9;4,72;3,21;180;18;30;26;17,1;1,699363955
4;5,2;1,04;0,3;0,3;0,36;0,38;0,26;3,12;20;1,3;3,86;0,74;0;19;20;30;6,6;1,70072444
10;7,5;3,38;0,5;0,5;1,8;1,35;1,88;1,12;20;0,7;3,62;3,15;0;18;30;26;17,5;1,701045669
7;8,05;1,61;0,3;0,3;0,77;0,27;2,42;1,21;10;0,7;6,14;1,04;0;17;40;20;3,5;1,702272878
5;9,25;1,39;0,35;0,3;0,55;0,17;2,77;0,93;15;1,1;7,51;0,72;100;18;30;26;2,5;1,702581294
9;9,9;1,49;0,5;0,45;1,44;0,72;0,99;0,5;5;0,7;7,91;2,16;180;20;0;40;9;1,702741065
8;7,2;2,16;0,45;0,4;1,28;0,13;2,16;0,72;15;0,6;4,59;1,41;160;20;0;40;8;1,703114967
9;9;1,8;0,6;0,6;1,53;1,61;1,35;0,45;5;0,9;6,6;3,14;0;17;40;20;13,5;1,703677707
7;4,2;1,89;0,6;0,45;0,77;0,04;0,21;0,63;15;0,6;1,71;0,81;46,67;19;20;30;7;1,704379364
4;3,4;1,02;0,4;0,4;0,32;0,35;0,85;0,17;10;0,8;1,98;0,67;0;18;30;26;0;1,704379562
4;8,6;3,01;0,55;0,35;0,24;0,17;2,58;0;5;1,5;5,04;0,41;20;19;20;30;8,3;1,70462798
6;6,9;1,38;0,5;0,3;0,96;0,82;1,04;0,69;10;1,4;5,02;1,78;30;17;40;20;9,45;1,70465338
7;7,35;1,47;0,45;0,45;0,56;0,45;1,1;0;15;0,9;5,43;1,01;0;19;20;30;14,35;1,710599932
10;3,5;0,53;0,4;0,4;1,7;0,68;0,88;1,05;10;0,6;2,57;2,38;0;18;30;26;11,75;1,711958805
4;5,6;1,96;0,6;0,55;0,64;0,74;0,84;0;10;1,2;3,04;1,38;80;20;0;40;9,6;1,712791067
9;7,2;1,44;0,4;0,4;1,44;0,14;0,36;4,68;0;0,8;5,36;1,58;0;20;0;40;12,6;1,713617219
8;7,6;2,28;0,4;0,3;1,04;0,05;0,38;4,94;15;0,7;4,92;1,09;80;18;30;26;8;1,713817543
4;3;0,45;0,5;0,5;0,28;0,08;0,75;1,8;0;1,8;2,05;0,36;0;18;30;26;4;1,714346307
5;5,5;1,65;0,55;0,4;0,9;0,18;1,65;3,57;15;1,2;3,3;1,08;33,33;19;20;30;7,75;1,714459023
9;8,55;2,14;0,35;0,35;0,9;1,04;2,56;3,42;15;0,7;6,06;1,94;0;17;40;20;17,55;1,715362667
5;6,25;1,88;0,55;0,55;0,6;0,12;0,94;1,56;5;1,4;3,82;0,72;0;18;30;26;5;1,717534895
9;7,2;2,52;0,6;0,35;1,26;0,19;1,8;2,16;20;0,6;4,08;1,45;36;18;30;26;16,2;1,717883733
8;4,8;1,2;0,3;0,3;1,36;0,27;1,44;3,12;10;0,6;3,3;1,63;0;19;20;30;8;1,718602029
6;7,8;1,56;0,35;0,3;0,42;0,5;1,95;4,29;5;0,7;5,89;0,92;120;20;0;40;9,9;1,719904832
7;8,75;1,31;0,6;0,35;0,84;0,29;2,62;0;20;1;6,84;1,13;28;18;30;26;15,75;1,719971163
8;7,2;1,44;0,45;0,45;0,96;0,96;1,8;0,72;10;0,8;5,31;1,92;0;18;30;26;8;1,722992849
4;5;1,25;0,35;0,3;0,56;0,59;0,5;0;20;1,6;3,4;1,15;80;17;40;20;4;1,723772615
10;7,5;1,88;0,3;0,3;1,5;1,12;1,88;2,62;0;0,7;5,32;2,62;0;18;30;26;13,75;1,724163111
7;9,1;1,82;0,55;0,5;0,84;0,34;2,73;0,46;15;1;6,73;1,18;140;18;30;26;11,55;1,7257065
8;9,6;2,4;0,6;0,4;0,8;0,76;1,92;0;5;0,9;6,6;1,56;40;19;20;30;17,6;1,725988651
6;10;1,5;0,35;0,3;1,08;0,43;1,5;6;10;1;8,15;1,51;120;20;0;40;16;1,72826645
4;3,4;0,68;0,35;0,3;0,48;0,07;0,17;1,19;20;1,5;2,37;0,55;80;18;30;26;4;1,728601858
